,Company,Product,Size,Currency,Prices
0,Goody ,Whole Kernel Golden Corn,340G,SAR,3.25
1,Goody ,Original Mayonnaise,332 Ml,SAR,7.75
2,Goody ,Ranch Dressing,237 Ml,SAR,7.95
3,Halwani Brothers ,AlNakhla Finest Halawa Plain,250G,SAR,9.4
4,7 UP ,Can,150 Ml,SAR,1.5
5,Goody ,Tenderina Sandwich Tuna,80G,SAR,3.5
6,Afia ,Sunflower Oil,1.8L,SAR,19.9
7,Afia ,Pure Corn Oil,750 Ml,SAR,10.95
8,7 UP ,Bottle,1L,SAR,5.0
9,Al Alali ,100% Natural Tomato Paste,8 x 130G,SAR,9.75
10,Afia ,Corn Oil,200Ml,SAR,18.5
11,Galaxy ,Jewels Chocolate,200G,SAR,22.95
12,Afia ,Extra Virgin Olive Oil,250 Ml,SAR,13.5
13,Al Arabi ,Pure Vegetable Frying Oil,1.8L,SAR,15.25
14,Godiva ,Milk Chocolate Hazelnut Oyster,30G,SAR,3.95
15,Goody ,Albacore white meat Tuna in Sunflower Oil,185G,SAR,7.25
16,Goody ,Chunky Peanut Butter,340G,SAR,11.25
17,Goody ,Light Meat Tuna in Sunflower Oil,185G,SAR,7.5
18,Goody ,Lite Mayonnaise,332 Ml,SAR,7.75
19,Goody ,Creamy Peanut Butter,340G,SAR,10.95
20,Kellogg's ,Corn Flakes,500G,SAR,15.95
21,Goody ,Natural White Vinegar,473 Ml,SAR,2.95
22,Kellogg's ,The Original Corn Flakes,250G,SAR,9.7
23,Kellogg's ,Special K Original Wheat Cereal,375G,SAR,22.55
24,Kikkoman ,Soy Sauce,150 Ml,SAR,10.45
25,Kinder ,Chocolate,50G,SAR,2.55
26,Kettle ,Cooked Potato Chips With French Cheese,170G,SAR,7.1
27,Kettle ,Cooked Potato Chips With flaming chilli,170G,SAR,7.1
28,Kettle ,Cooked Potato Chips With Arabic Spice,170G,SAR,7.1
29,Kettle ,Cooked Potato Chips With Sea Salt,170G,SAR,7.1
30,Kettle ,Cooked Potato Chips With Honey & Bbq,170G,SAR,7.1
31,Lays ,Max Mexican Chili Flavor Potato chips,50G,SAR,2.0
32,Lays ,Tomato Ketchup Potato chips,21G,SAR,1.05
33,Lays ,Salt & Vinegar Potato chips,21G,SAR,1.05
34,Lays ,French Cheese Potato chips,21G,SAR,1.05
35,Lays ,Max Creamy Chedder Flavor Potato chips,50G,SAR,2.0
36,Lays ,Salt Potato chips,54G,SAR,2.0
37,Lindt ,Excellence Dark Chocolate 70% Cocoa,100G,SAR,15.7
38,Lindt ,Excellence Dark Chocolate 85% Cocoa,100G,SAR,15.95
39,Lindt ,Excellence Dark Chocolate With Orange Intense,100G,SAR,15.7
40,Libby's ,Tomato Ketchup Squeezy Bottle,350G,SAR,8.5
41,Lindt ,Excellence Dark Chocolate Mild 70% Cocoa,100G,SAR,15.95
42,Lindt ,Excellence Dark Chocolate With Mint Intense,100G,SAR,15.95
43,Lindt ,Excellence Dark Chocolate With Cherry Intense,100G,SAR,15.7
44,Lindt ,Excellence Chocolate With Black Currant,100G,SAR,15.7
45,Klast ,Spearmint Sugar Free Gum,12 pieces,SAR,3.4
46,Kinder ,Joy Surprise For Girls,20G,SAR,3.75
47,Kinder ,Joy With Surprise For Girls,20G,SAR,3.75
48,KitKat ,Chunky Mini Milk Chocolate Bar Snack Bag,16 Minis,SAR,17.05
49,Kuwait Bakeries ,All Purpose Flour,1Kg,SAR,3.95
50,Langnese ,Bee Honey,500G,SAR,38.85
51,Kohinoor ,Indian Basmati Rice,5Kg,SAR,68.5
52,Lays ,Classic Potato Chips Regular,6.5Z,SAR,16.95
53,Heinz ,Beanz Original Baked Beans In a Deliciously Tomato Sauce,200G,SAR,3.95
54,Lays ,Chili Potato chips,21G,SAR,1.05
55,Holsten ,Classic Malt Beverage Can,330 Ml,SAR,4.5
56,Heinz ,Tomato Ketchup,910G,SAR,10.0
57,Hershey's ,Chocolate Syrup,680G,SAR,10.95
58,Nescafe ,Arabiana Mix Arabic Coffee,3G,SAR,1.75
59,Nestlé ,Coffee-Mate Original Coffee Creamer,170G,SAR,8.95
60,Nescafe ,Red Mug Instant Coffee,50G,SAR,11.5
61,Nescafe ,Classic Instant Coffee,200G,SAR,16.75
62,Nescafe ,3 In 1 Classic Instant Coffee,20G,SAR,1.6
63,Lindt ,Lindor Hazelnut Milk Chocolate,100G,SAR,12.5
64,Nestlé ,Country Corn Flakes Breakfast Cereal,375G,SAR,12.25
65,Lindt ,Excellence Milk Chocolate Extra Creamy,100G,SAR,15.7
66,Nestlé ,Fitness Original Breakfast Cereal,40G,SAR,3.15
67,Loacker ,Quadratini Chocolate Wafers,125G,SAR,10.95
68,Lindt ,Lindor Milk Chocolate Sticks,38G,SAR,4.45
69,Loacker ,Gran Pasticceria Coconut,100G,SAR,9.5
70,Lipton ,Yallow Label Black Tea,100 Teabags x 2G,SAR,9.95
71,Lindt ,Swiss Classic Dark Chocolate,100G,SAR,13.85
72,Lindt ,Les Grandes Milk Chocolate With Hazelnut,150G,SAR,20.25
73,Nestlé ,Fitness Honey & Almond Breakfast Cereal,355G,SAR,21.95
74,Loacker ,Gardena Fingers Chocolate Wafer,38G,SAR,3.95
75,Loacker ,Gardena Fingers Chocolate Wafer With Coconut,38G,SAR,3.95
76,Loacker ,Gran Pasticceria Creme Noisette,100G,SAR,9.5
77,M&M ,Chocolate,180G,SAR,8.75
78,Loacker ,Gran Pasticceria Dark Hazelnut,100G,SAR,9.5
79,Maggi ,Excellence Mushroom Soup,51G,SAR,4.5
80,Mars ,Chocolate Bar,51G,SAR,2.95
81,M&M ,Peanut Chocolate,100G,SAR,11.25
82,Maggi ,Chicken Stocks Cubes,20G,SAR,0.8
83,Maltesers ,Milk Chocolate,37G,SAR,3.15
84,Mirinda ,Citrus,1L,SAR,5.0
85,Mazola ,Corn Oil,1.8L,SAR,19.7
86,Mirinda ,Orange,330 Ml,SAR,2.5
87,Minis ,Mixed Chocolates,500G,SAR,32.95
88,Mazola ,Sunflower Oil,2x1.8L,SAR,18.95
89,Mountain Dew ,Bottle,330 Ml,SAR,2.5
90,Mcvitie's ,Digestive Biscuits Covered with Milk Chocolate,300G,SAR,11.95
91,Moussy ,Classic Malt Beverage Can,330 Ml,SAR,4.95
92,Nadec ,Long Life Full Fat Milk,12 x 1L,SAR,34.5
93,Nadec ,Organic Extra Virgin First Extraction Olive Oil,250 Ml,SAR,12.6
94,Nadec ,Long life Low Fat Milk,12 × 1L,SAR,34.5
95,Punjabi Al Muhaidib ,Brown Basmati Rice,2Kg,SAR,23.95
96,Perrier ,Water,330 Ml,SAR,5.25
97,Rainbow ,Original Evaporated Quality Milk,170G,SAR,2.5
98,Premium Harvest ,Dehydrated Baby Pineapple,200G,SAR,23.9
99,Premium Harvest ,Dehydrated Mango,200G,SAR,23.9
100,Rauch ,Apple Nectar Juice,250 Ml,SAR,5.0
101,Rio Mare ,Light Meat Tuna In Olive Oil,80G,SAR,6.85
102,Rahma ,Extra Virgin Olive Oil,250 Ml Free + 750 Ml,SAR,19.95
103,Nova ,Drinking Water Glass Bottle,0.55 Ml,SAR,1.0
104,Nutella ,Hazelnut Spread With Cocoa,200G,SAR,12.25
105,Noor ,Sunflower Oil,1.8L + 750 ml,SAR,17.5
106,Orient Gardens ,Pomegranate Molasses,250G,SAR,9.0
107,Pepsi ,Bottle,150 Ml,SAR,1.5
108,Pepsi ,Diet Bottle,250 Ml,SAR,2.5
109,Nestlé ,Nesquik Chocolate Breakfast Cereal,375G,SAR,18.95
110,Nestlé ,Nesquik Chocolate Powder Pouch,14.3G,SAR,1.6
111,Nestlé ,Lion Chocolate Bar,42G,SAR,2.05
112,Nestlé ,Nido Fortified Full Cream Milk Powder,400G,SAR,24.95
113,Nestlé ,Pure Life Water,330 Ml,SAR,0.5
114,Nestlé ,Sweetened Condensed Milk,90G,SAR,3.7
115,Yamama ,Grenadine Molasses,300 Ml,SAR,12.95
116,Rio Mare ,Salatuna Mexico Recipe,160G,SAR,13.95
117,Rio Mare ,Salatuna Beans,160G,SAR,26.95
118,Rio Mare ,Salatuna Couscous And Tuna,160G,SAR,28.3
119,Rio Mare ,Salatuna Maize Recipe,160G,SAR,13.95
120,Ruffles ,Potato Chips Regular,6.5Z,SAR,14.95
121,Snickers ,Chocolate,50G,SAR,2.95
122,Saudia ,Long Life Full Fat Milk,200 Ml,SAR,1.6
123,Saudia ,Long Life Low Fat Milk,1L,SAR,4.5
124,Snickers ,Crisper Fun Size,40G,SAR,2.95
125,Sriracha ,Hot Chili Sauce,266 Ml,SAR,12.85
126,Twinings ,English Breakfast Tea Bags,25 x 1.5G,SAR,17.25
127,Tabasco ,Tabasco Pepper Sauce,150 Ml,SAR,14.5
128,Tasali ,Tasali Ketchup Potato Chips,180G,SAR,5.25
129,Ulker ,Tea Biscuits,12 x 165G,SAR,17.95
130,Twix ,Twin Bar,50G,SAR,2.95
131,Twix ,Bites Pouch,170G,SAR,11.5
132,Rainbow ,Evaporated Quality Milk With Cardamom,170G,SAR,2.65
133,Coca Cola ,Plastic Bottle,400 Ml,SAR,2.5
134,Rainbow ,Evaporated Quality Low Fat Milk,170G,SAR,2.65
135,Evian ,Natural Mineral Water,24 x 500 Ml,SAR,100.95
136,Al Safi ,Long Life Low Fat Milk,1L,SAR,4.1
137,Volvic ,Water,500 Ml,SAR,6.5
138,Sipa ,Couscous,500G,SAR,10.45
139,Barbican ,Malt Beverage Raspberry Flavor,330 Ml,SAR,5.0
140,Barbican ,Malt Beverage Apple Flavor,330 Ml,SAR,5.0
141,Best ,Salted Peanuts,4 x 330 Ml,SAR,0.6
142,Evian ,Natural Mineral Water,330 Ml,SAR,5.5
143,Indomie ,Chicken Flavour Instant Noodles,70G,SAR,1.3
144,Indomie ,Vegetable Flavour Instant Noodles,75G,SAR,1.3
145,Lipton ,Lemon Ice Tea,320 Ml,SAR,3.0
146,Caesar ,Apple Jucie,250 Ml,SAR,3.0
147,Heinz ,Tomato Paste,135G,SAR,1.6
148,KDD ,Natural Tomato Paste,8 x 135G,SAR,7.95
149,Al Rabie ,Orange Drink,250 Ml,SAR,1.95
150,Caesar ,Orange & Carrot Jucie,250 Ml,SAR,3.0
151,Hershey's ,Cookies 'N' Cream,40G,SAR,3.1
152,KitKat ,Milk Chocolate Bar 4 Finger,41.5G,SAR,2.1
153,Nova ,Chewing Gum Spearmint Sugar Free,2.5G,SAR,0.55
154,Lipton ,Peach Ice Tea,320 Ml,SAR,3.0
155,Ulker ,Halley Chocolate Coated Sandwich With Marshmallow,26G,SAR,1.05
156,Ferrero Rocher ,Raffaello,10G,SAR,3.5
157,Toblerone ,Swiss Milk Chocolate With Honey And Almond Noucat,35G,SAR,3.95
158,Ulker ,Cocosandwich Biscuit,22.5G,SAR,0.8
159,Green's ,The Original Carmelle,49G,SAR,1.9
160,Florida's Natural ,Orange Juice with pulp,300Ml,SAR,3.15
161,Al Rabie ,Orange Juice,200 Ml,SAR,1.6
162,Vimto ,Vimto Fruit Flavoured Drink,250 Ml,SAR,1.6
163,Al Rabie ,Fruit Cocktail Nectar,200 Ml,SAR,1.5
164,Al Rabie ,Apple Juice,200 Ml,SAR,1.6
165,Al Rabie ,Mango Nectar,200 Ml,SAR,1.6
166,KDD ,Guava Nectar,180 Ml,SAR,2.1
167,Al Rabie ,I'm Zein Chocolate Flavored Milk,200 Ml,SAR,1.25
168,Bugles ,Crispy Corn Snacks Smokin' BBQ,15 x 18G,SAR,12.95
169,Bugles ,Crispy Corn Snacks Ketchup,15 x 18G,SAR,12.95
170,Saudia ,Long Life Skimmed Milk,200 Ml,SAR,1.6
171,Galaxy ,Chocolate Crispy,36G,SAR,3.1
172,Moussy ,Malt Beverage Apple Flavor,330 Ml,SAR,5.0
173,Vimto ,Fruit Flavored Sparkling Drink,250 Ml,SAR,1.75
174,Bahlsen ,Pick Up With Chocolate,28G,SAR,2.25
175,Barbican ,Malt Beverage Peach Flavor,330 Ml,SAR,5.0
176,Caesar ,Pineapple Juice,250 Ml,SAR,3.0
177,Canada Dry ,Club Soda,12 Z,SAR,10.0
178,Nadec ,Long life Skimmed Milk,12 x 1L,SAR,34.5
179,Nada ,Long Life Full Fat Milk,12 x 1L,SAR,34.95
180,Nada ,Long Life Low Fat Milk,12 x 1L,SAR,34.95
181,Atlas ,Atlas Chickpeas,580G,SAR,5.0
182,Rauch ,White Grape Juice,900 Ml,SAR,22.45
183,Puck ,Plain Cream Replaced Milk Fat With Vegetable Oil,170G,SAR,3.25
184,Saudia ,Tomato Paste,135G,SAR,1.6
185,Rauch ,Red Grape Juice,900Ml,SAR,22.45
186,Fanta ,Strawberry Soda,250 Ml,SAR,2.5
187,Mirinda ,Strawberry Can,355 Ml,SAR,2.5
188,Mirinda ,Green Apple Can,355 Ml,SAR,2.5
189,KDD ,Pineapple Juice,1L,SAR,7.95
190,Foster Clark's ,Vanilla Essence,28 Ml,SAR,2.9
191,Shani ,Can,355 Ml,SAR,2.5
192,Foster Clark's ,Raspberry Jelly Dessert,85G,SAR,2.1
193,Foster Clark's ,Muhallabiah,85G,SAR,2.55
194,Foster Clark's ,Banana & Strawberry Jelly Dessert,85G,SAR,2.1
195,Foster Clark's ,Lime Jelly Dessert,85G,SAR,2.1
196,Foster Clark's ,Creme Caramel,71G,SAR,2.55
197,Suntop ,Orange Drink,125 Ml,SAR,1.0
198,Riyadh Food ,Vanilla Powder,20G,SAR,1.35
199,Pringles ,Salt & Vineger,165G,SAR,10.95
200,Galaxy ,Flutes Chocolate Wafer 2 Fingers,22.5G,SAR,1.05
201,Ferrero Rocher ,Rocher Chocolate The Golden Experience,37.5G,SAR,5.25
202,Halls ,Cherry Flavor,25.2G,SAR,1.05
203,Red Bull ,Energy Drink,250 Ml,SAR,9.95
204,Nada ,Tomato Paste,8 x 135G,SAR,6.5
205,Bugles ,Crispy Corn Snacks Nacho cheese,15 x 18G,SAR,12.95
206,Cadbury ,Dairy Milk Flowrap,90G,SAR,6.95
207,Loacker ,Cremkakao Wafer,45G,SAR,3.15
208,Cadbury ,Fruit and Nut,100G,SAR,6.5
209,Nada ,Junior Strawberry Long Life Milk,18 x 125 Ml,SAR,10.95
210,Nada ,Junior Full cream Long Life Milk,18 x 125 Ml,SAR,10.95
211,Barbican ,Malt Beverage Strawberry Flavor,330 Ml,SAR,5.0
212,Freshly ,Whole Kernel Corn,4 x 340G,SAR,11.5
213,Quavers ,Potato Snack Cheese Flavor Light,20G,SAR,1.05
214,Aloha ,Light Meat Tuna In Vegetable Oil,185G,SAR,5.95
215,Mentos ,Pure Fresh Wintergreen Sugar Free Chewing Gum,56G,SAR,11.45
216,Nature Valley ,Crunchy Oats & Roasted Almonds Bars,42G,SAR,2.5
217,Lipton ,Red Fruits Ice Tea,320 Ml,SAR,3.0
218,Luna ,Full Cream Evaporated Milk,170G,SAR,2.2
219,Americana ,Butter Cookies,44G,SAR,1.3
220,7 days ,Swiss Roll Vanilla,12 x 20G,SAR,6.5
221,Holsten ,Malt Beverage Cranberry Flavor,330 Ml,SAR,5.75
222,Mentos ,Pure Fresh Freshmint Sugar Free Chewing Gum,56G,SAR,10.45
223,Barbican ,Malt Beverage Pomegranate Flavor,330 Ml,SAR,5.0
224,Capri-Sun ,Strawberry Drink,10 × 200 Ml,SAR,12.15
225,KDD ,Cherry Drink,180 Ml,SAR,2.1
226,Capri-Sun ,Mixed Fruit Drink,10 x 200 Ml,SAR,12.15
227,Capri-Sun ,Orange Drink,10 × 200 Ml,SAR,12.15
228,Nova ,Chewing Gum Fruit Sugar Free,5 x 2.5G,SAR,0.55
229,7 UP ,Glass Bottle,250 Ml,SAR,2.5
230,Ritz ,Original Salted Biscuits,41G,SAR,1.05
231,Galaxy ,Ripple Milk Chocolate,25G,SAR,2.35
232,Tropicana ,Frutz Blackcurrant Cocktail Sparkling Drink,6 x  300 Ml,SAR,14.95
233,Junior ,Mini Chocolate Croissant,32 grams,SAR,1.45
234,Tropicana ,Frutz Pomegranate Cocktail Sparkling Drink,6 x 300 Ml,SAR,14.95
235,Kras ,Nougat Wafer,38G,SAR,1.3
236,Aquafina ,Drinking Water,1.5L,SAR,1.5
237,Nestlé ,Aero Milk Chocolate Bar,30G,SAR,2.05
238,Kinder ,Maxi With Milk Chocolate,21G,SAR,1.05
239,Holsten ,Malt Beverage Pomegranate Flavor,330 Ml,SAR,5.75
240,Dr. Pepper ,Regular,12Z,SAR,10.0
241,Pringles ,Cheesy Cheese,165G,SAR,10.95
242,Red Bull ,Sugar free Energy Drink,250 Ml,SAR,9.95
243,Pringles ,Barbeque,165G,SAR,10.95
244,Al Rabie ,Berry Mix Premium Drink,200 Ml,SAR,1.5
245,Moussy ,Malt Beverage Pomegranate Flavor,330 Ml,SAR,4.95
246,Pringles ,Hot & Spicy,165G,SAR,10.95
247,Cadbury ,Dairy Milk Hazelnut,87G,SAR,6.95
248,Almarai ,Low Fat Evaporated Milk,170G,SAR,2.4
249,Barbican ,Malt Beverage,330 Ml,SAR,5.0
250,Tiffany ,Break Delights Chocolate Wafers,12 x 25G,SAR,9.5
251,7 days ,Strawberry Cake Bar,25G,SAR,0.8
252,Kinder ,Bueno White Chocolate,39 GRAMS,SAR,2.75
253,Bonny ,Low Fat Evaporated Milk,170G,SAR,3.15
254,Tannourine ,Natural Spring Water,0.5L,SAR,2.1
255,Nadec ,Long Life Vanilla Flavored Milk,200 Ml,SAR,1.65
256,Nadec ,Long Life Strawberry Flavored Milk,200 Ml,SAR,1.65
257,Nadec ,Long Life Chocolate Milk,200 Ml,SAR,1.65
258,M&M ,Mini Chocolate Tube,30.6G,SAR,3.5
259,Holsten ,Malt Beverage Strawberry Flavor,330 Ml,SAR,5.75
260,Cadbury ,Dairy Milk Chocolate Bubbly,87G,SAR,6.95
261,Loacker ,Crispy Wafers Filled With Vanilla Creme,45G,SAR,3.15
262,Almarai ,Long Life Fat Free Milk,12 × 1L,SAR,40.0
263,Almarai ,Double Chocolate Long Life Milk,200 Ml,SAR,1.6
264,Bahlsen ,Pick Up With Chocolate And Caramel,28G,SAR,2.25
265,Bazooka ,Juicy Drop Pop Or  Pop Cola Candy,26G,SAR,8.25
266,Nada ,Danyah Long Life Strawberry Milk,18 x 200 Ml,SAR,17.95
267,Bazooka ,Big Baby Pop Candy Blueberry,32 G,SAR,5.45
268,M&M ,Peanut Chocolate,45G,SAR,3.25
269,Al Rabie ,Berry Mix Fortified Drink,120 Ml,SAR,1.6
270,Nada ,Azzoz Long Life Strawberry Milk Full Cream,18 × 200 Ml,SAR,17.95
271,Nada ,Danya Long Life Banana Milk,18 × 200 Ml,SAR,17.95
272,Mentos ,Mixed Fruits Sugar Free Bubble Gum,64G,SAR,10.45
273,Nada ,Azzoz Long Life Chocolate Milk,18 x 200 Ml,SAR,17.95
274,Nada ,Danya Long Life Chocolate Milk,18 × 200 Ml,SAR,17.95
275,Snickers ,Twin,40G,SAR,3.75
276,Al Rabie ,Multi Fruit Fortified Nectar,120 Ml,SAR,1.6
277,Lipton ,Pear & Peach Green Ice Tea,320 Ml,SAR,3.0
278,Galaxy ,Smooth Dark Chocolate,40G,SAR,3.1
279,Nature Valley ,Crunchy Oats & Chocolate,42G,SAR,2.5
280,Oreo ,Double stuff,48G,SAR,1.75
281,Wrigley's ,Turblenc 5 Watermelon,12 Pieces,SAR,5.5
282,Belvita ,Bran Biscuit Rish in Fibre,62G,SAR,1.5
283,KitKat ,Chunky Milk Chocolate Bar,46G,SAR,2.65
284,Saudia ,Golden Taste Milk,1L,SAR,6.05
285,Belvita ,Kleija With Cardamom,62G,SAR,1.5
286,Oreo ,Original Crème,38G,SAR,1.0
287,Nature Valley ,Crunchy Oats & Berries Bars,42G,SAR,2.5
288,Galaxy ,Flutes Chocolate Wafer 4 Fingers,45G,SAR,2.1
289,Holsten ,Malt Beverage Black Grape Flavor,330 Ml,SAR,5.5
290,Fonte ,Vanilla CupCake,30G,SAR,0.55
291,Wrigley's ,Extra Spearmint Sugar Free Gums,60 Pieces,SAR,7.95
292,Al Rabie ,Orange Drink,125 Ml,SAR,1.05
293,KitKat ,Chunky Caramel Chocolate Bar,52.5G,SAR,3.1
294,Rauch ,Peach Drink,250 Ml,SAR,5.0
295,Fanta ,Grape Soda,12Z,SAR,8.5
296,Maggi ,Beef Flavor Cubes,20G,SAR,0.8
297,Maggi ,Chicken Stocks Cubes Less Salt,20G,SAR,0.8
298,Maggi ,Cream of Chicken Soup,71G,SAR,3.75
299,Maggi ,Chicken With ABC Pasta Soup,66G,SAR,3.75
300,Maggi ,Chicken Noodle Soup,60G,SAR,3.4
301,Maggi ,Spring Season Soup,59G,SAR,4.15
302,Nature Valley ,Crunchy Oats & Cinnamon Bars,42G,SAR,2.5
303,Tropicana ,Frutz Lemon Mint Cocktail Sparkling Drink,6 ×  300 Ml,SAR,14.95
304,Tiffany ,Fiori Caramel,40G,SAR,1.05
305,Cadbury ,Dairy Milk Plain,37G,SAR,2.95
306,Nestlé ,Toffee Crisp Chocolate,38G,SAR,2.65
